"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DataFiles-Corp-","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","Ready","Interactive/Background","9/2/2026 11:07:57 AM","0","Microsoft Corporation","COM handler","N/A","Task persisting feature usage data to disk","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataReceiver","N/A","Ready","Interactive/Background","9/2/2026 11:47:21 PM","0","Microsoft Corporation","COM handler","N/A","Task persisting feature usage data to disk","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataReporting","N/A","Ready","Interactive/Background","9/2/2026 11:18:15 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically logging feature usage reports","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","9/3/2026 5:41:13 AM","Ready","Interactive/Background","9/3/2026 1:39:40 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically refreshing data for OneSettings clients.","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","One Time Only, Minute ","1:40:40 AM","9/3/2026","N/A","N/A","N/A","3 Hour(s), 22 Minute(s)","None","Disabled","Disabled"
"DataFiles-Corp-","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","9/3/2026 5:09:26 AM","Ready","Interactive/Background","9/3/2026 1:39:40 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically refreshing data for OneSettings clients.","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","9/3/2026 5:47:59 AM","Ready","Interactive/Background","9/3/2026 1:39:40 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically refreshing data for OneSettings clients.","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","9/3/2026 5:28:35 AM","Ready","Interactive/Background","9/3/2026 1:39:40 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically refreshing data for OneSettings clients.","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Hotpatch\Monitoring","9/3/2026 3:28:03 AM","Ready","Interactive/Background","9/2/2026 11:19:23 AM","0","N/A","%systemroot%\system32\cmd.exe /d /c %systemroot%\system32\hpatchmonTask.cmd","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","00:02:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Hotpatch\Monitoring","9/3/2026 3:10:30 AM","Ready","Interactive/Background","9/2/2026 11:19:23 AM","0","N/A","%systemroot%\system32\cmd.exe /d /c %systemroot%\system32\hpatchmonTask.cmd","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","00:02:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Hotpatch\Monitoring","9/3/2026 3:01:30 AM","Ready","Interactive/Background","9/2/2026 11:19:23 AM","0","N/A","%systemroot%\system32\cmd.exe /d /c %systemroot%\system32\hpatchmonTask.cmd","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","00:02:00","Scheduling data is not available in this format.","One Time Only, Hourly ","3:00:00 AM","1/1/2000","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"DataFiles-Corp-","\Microsoft\Windows\input\InputSettingsRestoreDataAvailable","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\input\LocalUserSyncDataAvailable","N/A","Ready","Interactive/Background","8/31/2026 2:32:55 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\input\MouseSyncDataAvailable","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\input\PenSyncDataAvailable","N/A","Ready","Interactive/Background","8/31/2026 2:34:16 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\input\RemoteMouseSyncDataAvailable","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\input\RemotePenSyncDataAvailable","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\input\RemoteTouchpadSyncDataAvailable","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\input\syncpensettings","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","00:01:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\input\TouchpadSyncDataAvailable","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\InstallService\RestoreDevice","N/A","Ready","Interactive/Background","9/1/2026 2:17:31 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","03:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\InstallService\ScanForUpdates","9/4/2026 6:52:53 AM","Ready","Interactive/Background","9/2/2026 1:07:58 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","12:00:00 AM","1/1/2014","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"DataFiles-Corp-","\Microsoft\Windows\InstallService\ScanForUpdates","9/4/2026 2:15:58 AM","Ready","Interactive/Background","9/2/2026 1:07:58 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\InstallService\ScanForUpdates","9/4/2026 3:23:26 AM","Ready","Interactive/Background","9/2/2026 1:07:58 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","One Time Only","12:00:00 AM","1/1/2014","N/A","N/A","N/A","Disabled","Disabled","Disabled","Disabled"
"DataFiles-Corp-","\Microsoft\Windows\InstallService\ScanForUpdatesAsUser","N/A","Ready","Interactive/Background","9/1/2026 3:16:04 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","04:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\InstallService\SmartRetry","N/A","Ready","Interactive/Background","9/1/2026 2:06:18 PM","0","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\InstallService\SmartRetry","N/A","Ready","Interactive/Background","9/1/2026 2:06:18 PM","0","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","One Time Only","12:00:00 AM","1/1/2014","N/A","N/A","N/A","Disabled","Disabled","Disabled","Disabled"
"DataFiles-Corp-","\Microsoft\Windows\InstallService\SmartRetry","N/A","Ready","Interactive/Background","9/1/2026 2:06:18 PM","0","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\InstallService\WakeUpAndContinueUpdates","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\InstallService\WakeUpAndScanForUpdates","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","12:00:00 AM","1/1/2014","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"DataFiles-Corp-","\Microsoft\Windows\International\Synchronize Language Settings","N/A","Ready","Interactive/Background","9/1/2026 1:23:28 PM","0","Microsoft Corporation","COM handler","N/A","Synchronize User Language Settings from other devices.","Enabled","Disabled","","INTERACTIVE","Disabled","00:10:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\International\Synchronize Language Settings","N/A","Ready","Interactive/Background","9/1/2026 1:23:28 PM","0","Microsoft Corporation","COM handler","N/A","Synchronize User Language Settings from other devices.","Enabled","Disabled","","INTERACTIVE","Disabled","00:10:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Kernel\La57Cleanup","N/A","Ready","Interactive/Background","8/31/2026 2:28:07 PM","0","Microsoft Corporation","%windir%\system32\la57setup.exe ","N/A","This task cleans up 5-level paging binaries on systems that do not support 5-level paging.","Enabled","Disabled","No Start On Batteries","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\LanguageComponentsInstaller\Installation","N/A","Ready","Interactive/Background","9/1/2026 1:37:58 PM","0","Microsoft Corporation","COM handler","N/A","Install language components that match the user's language list.","Enabled","Disabled","No Start On Batteries","INTERACTIVE","Disabled","01:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\LanguageComponentsInstaller\ReconcileLanguageResources","N/A","Ready","Interactive/Background","9/1/2026 3:22:58 PM","0","Microsoft Corporation","COM handler","N/A","Install language components that match the user's language list.","Enabled","Disabled","No Start On Batteries","INTERACTIVE","Disabled","01:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\LanguageComponentsInstaller\Uninstallation","N/A","Disabled","Interactive/Background","8/31/2026 2:28:07 PM","0","Microsoft Corporation","COM handler","N/A","Uninstall language components that are not in any user's language list.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\License Manager\TempSignedLicenseExchange","N/A","Ready","Interactive/Background","9/1/2026 3:16:04 PM","0","Microsoft Corporation","COM handler","N/A","Exchanges temporary preinstalled licenses for Microsoft Store licenses.","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Location\WindowsActionDialog","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","%windir%\System32\WindowsActionDialog.exe ","N/A","Location Notification","Enabled","Disabled","","Authenticated Users","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Maintenance\WinSAT","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft","COM handler","N/A","Measures a system's performance and capabilities","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","00:30:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Management\Autopilot\DetectHardwareChange","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","$(@%SystemRoot%\system32\Autopilot.dll,-600)","COM handler","N/A","$(@%SystemRoot%\system32\Autopilot.dll,-602)","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Management\Autopilot\RemediateHardwareChange","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","$(@%SystemRoot%\system32\Autopilot.dll,-600)","COM handler","N/A","$(@%SystemRoot%\system32\Autopilot.dll,-603)","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Management\Provisioning\Cellular","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","%windir%\system32\ProvTool.exe /turn 7 /source CellStateChangeTask","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Management\Provisioning\Logon","N/A","Ready","Interactive/Background","9/1/2026 2:06:18 PM","0","N/A","%windir%\system32\ProvTool.exe /turn 5 /source LogonIdleTask","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Management\Provisioning\MdmDiagnosticsCleanup","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","%windir%\system32\MdmDiagnosticsTool.exe /clean","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Management\Provisioning\Retry","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","%windir%\system32\ProvTool.exe /turn 5 /source ProvRetryTask","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Management\Provisioning\RunOnReboot","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","%windir%\system32\ProvTool.exe /turn 5 /source ContinueSessionTask","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Maps\MapsToastTask","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","This task shows various Map related toasts","Enabled","Disabled","","INTERACTIVE","Disabled","00:00:05","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Maps\MapsUpdateTask","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","This task checks for updates to maps which you have downloaded for offline use. Disabling this task will prevent Windows from notifying you of updated maps.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","NETWORK SERVICE","Disabled","00:00:40","Scheduling data is not available in this format.","One Time Only, Hourly ","12:00:00 AM","10/21/2014","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"DataFiles-Corp-","\Microsoft\Windows\MemoryDiagnostic\AutomaticOfflineMemoryDiagnostic","N/A","Ready","Interactive/Background","9/1/2026 1:22:58 PM","-2147221231","Microsoft Corporation","COM handler","N/A","Schedules an offline memory diagnostic in response to system events.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Ready","Interactive/Background","9/2/2026 2:23:26 AM","-2147020576","Microsoft Corporation","COM handler","N/A","Schedules a memory diagnostic in response to system events.","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","02:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\MemoryDiagnostic\RunFullMemoryDiagnostic","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Detects and mitigates problems in physical memory (RAM).","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","02:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\MUI\LPRemove","N/A","Ready","Interactive/Background","8/31/2026 2:28:07 PM","0","Microsoft Corporation","%windir%\system32\lpremove.exe ","N/A","Launch language cleanup tool","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","09:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Multimedia\SystemSoundsService","N/A","Ready","Interactive/Background","9/1/2026 1:22:58 PM","1073807364","N/A","COM handler","N/A","System Sounds User Mode Agent","Enabled","Disabled","","Users","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Network Connectivity Status Indicator\NcsiIdentifyUserProxies","N/A","Ready","Interactive/Background","9/1/2026 1:29:52 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","Users","Disabled","00:01:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Network Connectivity Status Indicator\NcsiIdentifyUserProxies","N/A","Ready","Interactive/Background","9/1/2026 1:29:52 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","Users","Disabled","00:01:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\NlaSvc\WiFiTask","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","%SystemRoot%\System32\WiFiTask.exe nla","N/A","Background task for performing per user and web interactions","Enabled","Disabled","","INTERACTIVE","Disabled","00:10:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Offline Files\Background Synchronization","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","This task controls periodic background synchronization of Offline Files when the user is working in an offline mode.","Disabled","Disabled","","Authenticated Users","Disabled","24:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","12:00:00 AM","1/1/2008","N/A","N/A","N/A","2 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"DataFiles-Corp-","\Microsoft\Windows\Offline Files\Logon Synchronization","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","This task initiates synchronization of Offline Files when a user logs onto the system.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","Authenticated Users","Disabled","24:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\PCRPF\PCR Prediction Framework Firmware Update Task","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","%windir%\system32\rundll32.exe %windir%\system32\pcrpf.dll,NotifyFirmwareUpdateStaged","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\PerformanceTrace\ShowFeedbackToast","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Performance Feedback (MS Internal)","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\PerformanceTrace\WhesvcToast","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Handles displaying UX when hotkey trace is taken","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\PI\Secure-Boot-Update","N/A","Ready","Interactive/Background","9/2/2026 11:12:57 PM","0","Microsoft Corporation","COM handler","N/A","This task updates the Secure Boot variables.","Enabled","Disabled","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\PI\Sqm-Tasks","N/A","Ready","Interactive/Background","8/31/2026 2:28:07 PM","0","Microsoft Corporation","COM handler","N/A","This task gathers information about the Trusted Platform Module (TPM), Secure Boot, and Measured Boot.","Enabled","Disabled","No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\PLA\GAEvents","N/A","Running","Interactive/Background","9/2/2026 11:08:18 AM","267009","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\PLA\RTEvents","N/A","Running","Interactive/Background","9/2/2026 11:08:31 AM","267009","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Plug and Play\Device Install Group Policy","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Device Installation Group Policy Change Handler","Enabled","Disabled","","SYSTEM","Disabled","24:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DataFiles-Corp-","\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","Ready","Interactive/Background","9/1/2026 1:22:58 PM","0","Microsoft Corporation","COM handler","N/A","Notifies the user that Windows needs to be restarted to finish setting up a device.","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
